"Local time in Miri (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.11.2018 20:00";"26.8";"756.4";"757.9";"1.8";"93";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"32.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"8.0";"25.5";"0.6";"6";"";"";"";"";
"30.11.2018 17:00";"26.0";"754.6";"756.0";"0.0";"88";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"23.8";"";"";"";"";"";"";
"30.11.2018 14:00";"32.4";"754.6";"756.1";"-2.2";"69";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"26.1";"No precipitation";"6";"";"";"";"";
"30.11.2018 11:00";"31.8";"756.8";"758.2";"0.0";"69";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"25.4";"";"";"";"";"";"";
"30.11.2018 08:00";"29.4";"756.8";"758.2";"1.5";"82";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.3";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"26.1";"0.2";"24";"";"";"";"";
"30.11.2018 05:00";"25.5";"755.3";"756.7";"-0.4";"98";"Wind blowing from the south";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.2";"";"";"";"";"";"";
"30.11.2018 02:00";"25.8";"755.7";"757.1";"-0.7";"98";"Wind blowing from the north";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.4";"No precipitation";"6";"";"";"";"";
"29.11.2018 23:00";"26.7";"756.4";"757.9";"0.3";"97";"Wind blowing from the north";"0";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"26.1";"";"";"";"";"";"";
"29.11.2018 20:00";"28.0";"756.1";"757.6";"1.4";"90";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"26.2";"No precipitation";"6";"";"";"";"";
"29.11.2018 17:00";"30.9";"754.7";"756.1";"-1.2";"73";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"25.6";"";"";"";"";"";"";
"29.11.2018 14:00";"31.5";"755.9";"757.3";"-2.3";"75";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"26.5";"0.2";"6";"";"";"";"";
"29.11.2018 11:00";"29.3";"758.2";"759.6";"0.3";"83";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"26.1";"";"";"";"";"";"";
"29.11.2018 08:00";"28.1";"757.9";"759.4";"1.6";"89";"Wind blowing from the east";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"26.1";"No precipitation";"24";"";"";"";"";
"29.11.2018 05:00";"25.5";"756.3";"757.7";"-0.1";"98";"Wind blowing from the north";"0";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.1";"";"";"";"";"";"";
"29.11.2018 02:00";"26.6";"756.4";"757.8";"-0.7";"94";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.6";"No precipitation";"6";"";"";"";"";
"28.11.2018 23:00";"26.7";"757.1";"758.5";"0.5";"95";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"25.8";"";"";"";"";"";"";
"28.11.2018 20:00";"27.6";"756.6";"758.0";"1.9";"92";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";"Lightning visible, no thunder heard. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"32.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"26.1";"No precipitation";"6";"";"";"";"";
"28.11.2018 17:00";"28.6";"754.7";"756.1";"-0.6";"86";"Wind blowing from the north-northeast";"3";"";"";"90  or more, but not 100%";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus cumulonimbogenitus.";"30.0";"26.1";"";"";"";"";"";"";
"28.11.2018 14:00";"32.3";"755.3";"756.7";"-2.1";"71";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"26.3";"No precipitation";"6";"";"";"";"";
"28.11.2018 11:00";"30.7";"757.4";"758.8";"-0.2";"76";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"26.0";"";"";"";"";"";"";
"28.11.2018 08:00";"27.5";"757.6";"759.0";"0.8";"91";"Wind blowing from the north-northwest";"0";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.1";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"25.9";"No precipitation";"24";"";"";"";"";
"28.11.2018 05:00";"25.5";"756.8";"758.2";"0.1";"96";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"24.9";"";"";"";"";"";"";
