time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR
03.12.2018 23:00,25.8,756.7,758.2,1.5,93,Wind blowing from the east-northeast,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.5,,
03.12.2018 20:00,26.5,755.2,756.6,0.9,89,Wind blowing from the north,2,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.6,No precipitation,6
03.12.2018 17:00,26.6,754.3,755.7,-0.8,89,Wind blowing from the south,1,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",8,24.7,,
03.12.2018 14:00,27.4,755.1,756.5,-1.9,89,Wind blowing from the north-northwest,0,,,"90  or more, but not 100%",Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",8,25.5,10,6
03.12.2018 11:00,29.8,757,758.5,1,73,Wind blowing from the north-west,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",12,24.5,,
03.12.2018 08:00,25.3,756,757.4,1.1,93,Wind blowing from the north-east,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.3,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",9,24.1,16,24
03.12.2018 05:00,24.6,754.9,756.3,-0.9,94,Wind blowing from the east-southeast,1,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",7,23.5,,
03.12.2018 02:00,24.8,755.8,757.3,-0.4,96,Wind blowing from the north-west,0,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.1,No precipitation,6
02.12.2018 23:00,25.5,756.2,757.6,1.2,94,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.5,,
02.12.2018 20:00,25,755,756.4,1.2,95,Wind blowing from the north,0,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,31.9,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.1,16,6
02.12.2018 17:00,24.3,753.8,755.2,-1.2,96,Wind blowing from the north,5,,,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.",Cirrostratus not progressively invading the sky and not entirely covering it.,3,23.6,,
02.12.2018 14:00,31.2,755,756.4,-1.8,67,Wind blowing from the north,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.3,No precipitation,6
02.12.2018 11:00,29.4,756.8,758.2,0.5,76,Wind blowing from the west,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.8,,
02.12.2018 08:00,25.3,756.3,757.7,1.2,93,Wind blowing from the east,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.3,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.1,17,24
02.12.2018 05:00,24.3,755.1,756.5,-0.7,98,Wind blowing from the south-southwest,1,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",8,23.9,,
02.12.2018 02:00,25.1,755.8,757.2,-1.2,95,Wind blowing from the north,0,,,"90  or more, but not 100%",Mist. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",8,24.3,Trace of precipitation,6
01.12.2018 23:00,25,757,758.4,1.3,95,Wind blowing from the north-northwest,1,,,"90  or more, but not 100%",Mist. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.",10,24.2,,
01.12.2018 20:00,25,755.7,757.1,1.7,97,Wind blowing from the west,1,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,32.1,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,200-300,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.",Cirrostratus covering the whole sky.,8,24.5,17,6
