date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-12-30,08,25.0,759.1,93,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,10.0,Kota Bharu
2018-12-30,05,25.1,757.7,94,Wind blowing from the south-west,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-30,02,25.6,758.5,92,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,14.0,Kota Bharu
2018-12-29,23,27.2,759.0,85,Wind blowing from the north-northeast,0,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,14.0,Kota Bharu
2018-12-29,20,27.7,758.2,82,Wind blowing from the north-east,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,14.0,Kota Bharu
2018-12-29,17,29.7,756.7,72,Wind blowing from the north-east,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Kota Bharu
2018-12-29,14,30.1,756.9,69,Wind blowing from the north-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,14.0,Kota Bharu
2018-12-29,11,27.3,759.2,87,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,9.0,Kota Bharu
2018-12-29,08,25.0,758.6,95,Wind blowing from the south-southwest,0,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Kota Bharu
2018-12-29,05,24.9,756.8,94,Wind blowing from the south-west,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kota Bharu
2018-12-29,02,25.5,757.7,93,Wind blowing from the south-west,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-28,23,26.2,758.0,91,Wind blowing from the west-southwest,0,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-28,20,27.6,756.9,85,Wind blowing from the north,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,12.0,Kota Bharu
2018-12-28,17,28.8,755.2,77,Wind blowing from the north,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,14.0,Kota Bharu
2018-12-28,14,30.3,755.2,73,Wind blowing from the north-northwest,5,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,14.0,Kota Bharu
2018-12-28,11,28.9,757.3,69,Wind blowing from the west,3,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,14.0,Kota Bharu
2018-12-28,08,23.6,756.9,88,Wind blowing from the south-southwest,2,100%.,Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Kota Bharu
2018-12-28,05,23.8,756.1,90,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,10.0,Kota Bharu
2018-12-28,02,24.4,756.5,89,Wind blowing from the south-southwest,3,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,8.0,Kota Bharu
2018-12-27,23,27.7,756.9,81,Wind blowing from the north,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kota Bharu
2018-12-27,20,28.1,755.8,79,Wind blowing from the north,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,10.0,Kota Bharu
2018-12-27,17,29.3,754.5,75,Wind blowing from the north,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,16.0,Kota Bharu
2018-12-27,14,30.2,755.6,69,Wind blowing from the north,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,14.0,Kota Bharu
2018-12-27,11,28.6,757.9,75,Wind blowing from the west,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,12.0,Kota Bharu
2018-12-27,08,24.8,757.0,90,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-27,05,24.2,755.8,95,Wind blowing from the west-southwest,1,70 – 80%.,"Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,14.0,Kota Bharu
2018-12-27,02,25.0,756.5,90,Wind blowing from the west-southwest,2,70 – 80%.,"Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,14.0,Kota Bharu
2018-12-26,23,26.8,757.4,88,Wind blowing from the west-southwest,2,70 – 80%.,Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,12.0,Kota Bharu
2018-12-26,20,27.9,756.6,83,Wind blowing from the north,3,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,14.0,Kota Bharu
2018-12-26,17,30.2,755.0,73,Wind blowing from the north,4,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,14.0,Kota Bharu
2018-12-26,14,30.3,755.9,72,Wind blowing from the north-northwest,4,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,14.0,Kota Bharu
2018-12-26,11,29.8,757.9,73,Wind blowing from the west,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,12.0,Kota Bharu
2018-12-26,08,24.9,757.1,95,Wind blowing from the south-west,0,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,10.0,Kota Bharu
2018-12-26,05,25.0,756.1,94,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-26,02,25.9,757.2,93,Wind blowing from the east,2,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Kota Bharu
2018-12-25,23,26.9,757.6,88,Wind blowing from the west,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-25,20,27.8,756.4,85,Wind blowing from the north-northwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-25,17,29.2,755.2,78,Wind blowing from the north,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,14.0,Kota Bharu
2018-12-25,14,30.3,756.7,73,Wind blowing from the north-northwest,4,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kota Bharu
2018-12-25,11,28.9,758.2,79,Wind blowing from the west,2,70 – 80%.,Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,10.0,Kota Bharu
2018-12-25,08,24.8,757.3,95,Wind blowing from the west-southwest,1,70 – 80%.,Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,8.0,Kota Bharu
2018-12-25,05,25.0,756.4,94,Wind blowing from the south-southwest,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,8.0,Kota Bharu
2018-12-25,02,25.7,757.3,93,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-24,23,26.9,757.6,89,Wind blowing from the west-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-24,20,27.9,756.4,85,Wind blowing from the north,2,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Kota Bharu
2018-12-24,17,29.9,755.2,73,Wind blowing from the north,4,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,14.0,Kota Bharu
2018-12-24,14,30.3,756.0,71,Wind blowing from the north-northwest,4,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,10.0,Kota Bharu
2018-12-24,11,29.5,757.7,76,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,10.0,Kota Bharu
2018-12-24,08,24.5,757.5,95,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,8.0,Kota Bharu
2018-12-24,05,24.7,756.5,95,Wind blowing from the south-west,1,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,8.0,Kota Bharu
2018-12-24,02,25.1,757.5,93,Wind blowing from the south-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-23,23,26.5,757.9,88,Wind blowing from the east-northeast,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-23,20,27.5,757.0,82,Wind blowing from the north,2,70 – 80%.,Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,12.0,Kota Bharu
2018-12-23,17,30.1,756.0,71,Wind blowing from the north-east,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,12.0,Kota Bharu
2018-12-23,14,30.0,757.0,76,Wind blowing from the north-east,4,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,12.0,Kota Bharu
2018-12-23,11,28.2,758.7,80,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,9.0,Kota Bharu
2018-12-23,08,24.2,757.9,94,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,5.0,Kota Bharu
2018-12-23,05,24.6,756.7,95,Wind blowing from the south-southwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,6.0,Kota Bharu
2018-12-23,02,25.1,757.2,95,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,6.0,Kota Bharu
2018-12-22,23,26.3,757.7,90,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Kota Bharu
2018-12-22,20,27.3,757.0,84,Wind blowing from the east,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,10.0,Kota Bharu
2018-12-22,17,29.5,756.1,76,Wind blowing from the north-east,3,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,12.0,Kota Bharu
2018-12-22,14,29.9,757.6,72,Wind blowing from the north-northeast,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Kota Bharu
